algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,status,hyper_params_id,repetition,hyper_params,train_main_time,train_preprocess_time,train_postprocess_time,execute_main_time,execute_preprocess_time,execute_postprocess_time,ROC_AUC,RANGE_PR_AUC,BestF1Score,FalseNegativeRate,result_path,Recommendation_ACC
Random Black Forest (RR),OBSEA,2021-08-16,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1962.4147474765773,,,23.30788230895996,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-08-17,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1749.1046793460846,,,23.25909423828125,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-08-18,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1746.894303560257,,,23.306888341903687,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
HBOS,OBSEA,2022-08-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",,,,13.844201803207396,,,0.6752162247474747,0.1870964661773627,0.2897230179208905,0.4986111111111111,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_01_52_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-09-15,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,3,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2283.959613084793,,,25.99692249298096,,,0.3542263513391617,0.1207851408081486,0.1051066525441367,0.2208029197080292,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-09-16,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2398.6379754543304,,,34.40583157539368,,,0.5771066683876643,0.1130844522525583,0.038642570922424,0.1224489795918367,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-09-17,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2396.397367954254,,,39.54242730140686,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-02-25,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",,,,,,,,,0.1052621606742672,0.9444444444444444,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_03_45_15/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-09-12,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,3,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1465.8907465934751,,,23.37518429756165,,,0.5697505691803285,0.0999222594451444,0.0773094516755946,0.150197628458498,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-09-03,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1695.551555633545,,,23.509180068969727,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-09-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1562.6732885837555,,,23.508867263793945,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-09-06,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1861.423005104065,,,23.00634717941284,,,0.57139207877106,0.0478497748185222,0.0430359116130553,0.2394366197183098,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-09-07,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2047.207928657532,,,23.47568655014038,,,0.5787497829847774,0.166028150704287,0.3689273971663611,0.5407458563535912,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-09-09,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2273.7812328338623,,,23.343857049942017,,,0.663114460609498,0.0805108108872078,0.1622515072076002,0.5539906103286385,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-09-11,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2016.010137796402,,,23.31680583953857,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-08-12,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,3,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2167.8822469711304,,,24.932201623916622,,,0.5721078638293646,0.0985849183497549,0.140607699928426,0.782608695652174,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-01-15,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",15.519987106323242,,,8.44162917137146,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_09_17_16/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-03-13,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",16.242534399032593,,,11.457809686660768,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_04_37_27/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-07-03,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",35.47739267349243,,,17.759440660476685,,,0.9321784472769408,0.0133078456156804,0.0571420741465058,0.3,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_02_15_20/results.csv,0.0
HBOS,OBSEA,2022-03-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",,,,18.052083492279053,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_05_03_15/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-07-22,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1503.4949460029602,,,15.00179123878479,,,0.0441271204638178,0.0094796713713924,0.0,1.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-09-25,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",45.30085158348084,,,21.198692321777344,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_07_19_27/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-01-17,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",35.06304144859314,,,14.422271490097046,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_04_45_49/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-07-23,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",962.962702035904,,,23.333998680114743,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-08-02,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1919.2976033687592,,,23.5669813156128,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-08-03,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2040.0632297992704,,,23.79236912727356,,,0.6214844364535341,0.1094852290186569,0.1629074154285457,0.4218181818181818,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-08-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2043.86874294281,,,23.202417135238647,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-08-06,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1511.028460741043,,,23.30839896202088,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-08-07,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1630.276354074478,,,23.954522609710693,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-08-10,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1795.8745765686035,,,22.957794189453125,,,0.6129664045912913,0.070851334568856,0.163168600430355,0.6654205607476635,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-08-11,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2080.572062969208,,,23.00899624824524,,,0.4922650439910899,0.1599334737310186,0.1425791137590166,0.3477406679764244,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-08-01,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,3,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2179.034905910492,,,23.33529782295227,,,0.0581372066584087,0.0066571029264188,0.0030321043722707,0.9523809523809524,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-07-24,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2054.1894030570984,,,23.44061303138733,,,0.5079658510433159,0.1339346642050242,0.1230279441498988,0.1448140900195694,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-07-25,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2158.3384425640106,,,23.450128316879272,,,0.3046599652368392,0.0377959370145932,0.046736841318415,0.6857142857142857,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-07-26,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2041.0820071697235,,,23.54226970672608,,,0.8097233003306038,0.05921730617004,0.1289805785974431,0.2385321100917431,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-07-28,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2135.2485303878784,,,25.026196718215942,,,0.6628278564968345,0.0175430729361032,0.1461502142914359,0.6935483870967742,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-07-29,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",2236.992589235306,,,13.194105863571169,,,0.5520924270896528,0.140304182821754,0.1060993130898325,0.3421052631578947,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-07-30,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",712.9462423324585,,,23.651026487350464,,,0.3002414897463712,0.019152275313161,0.0094641613411422,0.2222222222222222,../../../../TimeEval_work_results/best4avgens_2122/2024_04_15_10_22_51/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-03-18,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1768.2551546096802,,,23.01105523109436,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-03-20,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1846.6612169742584,,,16.99707579612732,,,0.5398601952513912,0.1379648844884686,0.1112464774729962,0.5,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-03-21,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1112.853652715683,,,23.491904973983765,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-03-22,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1595.6355364322662,,,23.34998393058777,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-03-23,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1385.939150094986,,,22.93403053283692,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.0
Random Black Forest (RR),OBSEA,2021-03-24,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,d82d967f453c8877b8c563e6747347c0,1,"{'bootstrap': False, 'max_depth': 4, 'max_features_method': 'auto', 'max_features_per_estimator': 0.5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': 1, 'n_trees': 10, 'random_state': 42, 'train_window_size': 500, 'verbose': 0}",1668.532041311264,,,19.934837818145752,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_14_23_46_03/results.csv,0.0
AutoEncoder (AE),OBSEA,2022-08-21,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",16.185752391815186,,,8.235697269439697,,,0.2522926752469792,0.0917359346266127,0.0647434667817277,0.9473684210526316,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_10_08_06/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-01-27,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",27.538755893707275,,,10.021006107330322,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_06_27_34/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-04-07,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",19.85294342041016,,,10.73621392250061,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_04_28_59/results.csv,0.0
DenoisingAutoEncoder (DAE),OBSEA,2022-09-26,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",38.632147550582886,,,19.032167196273804,,,,,0.0,0.0,../../../../TimeEval_work_results/best4avgens_2122/2024_04_23_05_13_29/results.csv,0.0
